KillerID,AgeFirstKill,AgeLastKill,YearBorn,Motive,Sex,Race,Sentence,InsanityPlea
1876,27,29,1947,Revenge or vigilante justice,Male,White,Life,NA
1877,20,52,1813,Robbery or financial gain,Female,White,NA,Didn't plead
1878,22,32,1958,Enjoyment or power,Male,White,Life,Didn't plead
1879,21,35,1956,Robbery or financial gain,Female,Hispanic,Life,Didn't plead
1880,45,48,1944,Enjoyment or power,Male,White,Death penalty,Didn't plead
1881,32,35,1936,Enjoyment or power,Male,White,Life,Didn't plead
1882,27,27,1970,Revenge or vigilante justice,Male,White,NA,NA
1883,32,50,1945,Enjoyment or power,Male,White,Death penalty,Didn't plead
1884,31,48,1942,Enjoyment or power,Male,White,Life,Didn't plead
1885,42,58,1941,Enjoyment or power,Male,White,Death penalty,Didn't plead
1886,22,22,1969,"Mental illness (including paranoia, visionary or Munchausen's syndrome)",Male,Black,Life,Unsuccessful
1887,18,35,1965,Anger (including mission-oriented killers),Male,Black,Life,Didn't plead
1888,26,63,1929,Unknown,Male,Black,NA,NA
1889,26,28,1980,Anger (including mission-oriented killers),Male,Black,Life,Didn't plead
1890,25,26,1972,"Gang, cult or organised crime",Male,Black,Life,Didn't plead
1891,23,40,1968,Unknown,Female,Black,NA,Didn't plead
1892,30,31,1964,Enjoyment or power,Male,White,Life,Didn't plead
1893,35,37,1961,Robbery or financial gain,Female,White,Life,Didn't plead
1894,22,49,1961,Robbery or financial gain,Male,White,Life,Didn't plead
1895,32,34,1967,Enjoyment or power,Male,Black,Life,Didn't plead
1896,22,22,1966,Robbery or financial gain,Male,White,Death penalty,Didn't plead
1897,35,43,1946,Enjoyment or power,Male,White,Life,Didn't plead
1898,23,23,1977,Convenience (didn't want children/spouse),Female,Black,Life,Didn't plead
1899,40,41,1948,Enjoyment or power,Male,White,Died before trial,Didn't plead
1900,33,35,1955,Revenge or vigilante justice,Male,White,Death penalty,Didn't plead
1901,25,40,1942,Enjoyment or power,Male,White,Unknown,Didn't plead
1902,27,27,1955,Enjoyment or power,Male,Black,Not competent,Didn't plead
1903,35,37,1948,Robbery or financial gain,Male,Black,Death penalty,Didn't plead
1904,30,34,1765,Enjoyment or power,Male,White,Died before trial,NA
1905,26,30,1769,Enjoyment or power,Male,White,Death penalty,NA
1906,21,37,1949,Angel of Death,Male,White,Life,Unsuccessful
1907,29,40,1945,Enjoyment or power,Male,White,Death penalty,Didn't plead
1908,27,35,1885,Enjoyment or power,Male,Black,Death penalty,Didn't plead
1909,33,34,1950,Revenge or vigilante justice,Male,White,Died before trial,Didn't plead
1910,35,36,1955,Robbery or financial gain,Male,White,Life,Didn't plead
1911,28,30,1953,Anger (including mission-oriented killers),Male,Black,Death penalty,Didn't plead
1912,27,34,1971,Enjoyment or power,Male,Black,Life,Didn't plead
1913,30,34,1957,Robbery or financial gain,Male,White,Death penalty,Didn't plead
1914,23,23,1982,Revenge or vigilante justice,Male,Black,Life,Didn't plead
1915,26,34,1975,Anger (including mission-oriented killers),Male,White,Life,Didn't plead
1916,24,26,1976,"Gang, cult or organised crime",Male,Black,Life,Didn't plead
1917,24,24,1958,Enjoyment or power,Male,Black,NA,Didn't plead
1918,35,36,1949,Robbery or financial gain,Male,White,Death penalty,Didn't plead
1919,38,39,1958,Robbery or financial gain,Male,White,Death penalty,Didn't plead
1920,30,30,1956,Robbery or financial gain,Male,Black,Died before trial,Didn't plead
1921,22,22,1964,Robbery or financial gain,Male,Black,Death penalty,Didn't plead
1922,30,33,1954,Enjoyment or power,Male,Black,Death penalty,Didn't plead
1923,21,56,1940,Unknown,Male,Black,Life,Didn't plead
1924,34,45,1937,Enjoyment or power,Male,White,Life,Didn't plead
1925,35,44,1961,Escape or avoid arrest,Male,White,Life,Didn't plead
1926,42,47,1948,Enjoyment or power,Male,White,Life,Didn't plead
1927,24,25,1947,Anger (including mission-oriented killers),Male,Black,Died before trial,Didn't plead
1928,34,44,1960,Enjoyment or power,Male,White,Life,Didn't plead
1929,35,38,1964,Enjoyment or power,Male,Black,Life,Didn't plead
1930,27,27,1963,Enjoyment or power,Male,White,Life,Didn't plead
1931,17,18,1991,Unknown,Male,Black,Life,Didn't plead
1932,27,40,1967,Enjoyment or power,Male,White,Life,Didn't plead
1933,17,19,1957,Enjoyment or power,Male,Black,Death penalty,Didn't plead
1934,23,35,1928,Anger (including mission-oriented killers),Male,White,Life,Didn't plead
1935,23,29,1958,Enjoyment or power,Male,White,NA,NA
1936,23,24,1985,"Gang, cult or organised crime",Male,Black,Life,Didn't plead
1937,26,26,1975,"Gang, cult or organised crime",Male,Black,NA,NA
1938,33,35,1974,Revenge or vigilante justice,Male,Black,Life,Didn't plead
1939,25,25,1986,Enjoyment or power,Male,Black,Died before trial,Didn't plead
1940,23,35,1976,Enjoyment or power,Male,White,Life,Didn't plead
1941,17,17,1979,Unknown,Male,Black,NA,NA
1942,14,27,1980,Robbery or financial gain,Male,Black,Died before trial,Didn't plead
1943,17,30,1977,Robbery or financial gain,Male,Black,Died before trial,Didn't plead
1944,20,22,1985,"Gang, cult or organised crime",Male,Black,Life,Didn't plead
1945,22,23,1980,"Gang, cult or organised crime",Male,Black,NA,Didn't plead
1946,23,24,1961,Enjoyment or power,Male,Black,Life,Didn't plead
1947,33,33,1967,Robbery or financial gain,Male,Black,Death penalty,Didn't plead
1948,27,55,1956,Anger (including mission-oriented killers),Male,Black,NA,Didn't plead
1949,24,24,1978,Robbery or financial gain,Female,White,Death penalty,Didn't plead
1950,35,35,1967,Robbery or financial gain,Male,Black,Death penalty,Didn't plead
1951,24,25,1943,Enjoyment or power,Male,White,Life,Didn't plead
1952,32,34,1929,Enjoyment or power,Male,White,Life,Didn't plead
1953,26,27,1952,"Gang, cult or organised crime",Male,White,Life,Didn't plead
1954,32,34,1965,Enjoyment or power,Male,Black,Life,Didn't plead
1955,27,28,1967,Angel of Death,Female,White,Life,Didn't plead
1956,20,48,1863,Enjoyment or power,Male,White,Life,Unsuccessful
1957,34,34,1938,Enjoyment or power,Male,Black,Life,Didn't plead
1958,33,33,1963,Robbery or financial gain,Male,White,Life,Didn't plead
1959,38,45,1905,Unknown,Male,White,Died before trial,Didn't plead
1960,33,40,1939,Enjoyment or power,Male,White,Life,Didn't plead
1961,28,30,1845,Enjoyment or power,Male,White,Death penalty,Didn't plead
1962,16,16,1857,Enjoyment or power,Male,White,Life,Didn't plead
1963,42,42,1958,Robbery or financial gain,Male,White,Life,Didn't plead
1964,32,43,1956,Anger (including mission-oriented killers),Male,Native American,Life,Didn't plead
1965,40,46,1855,Angel of Death,Female,White,Guilty,Successful
1966,25,27,1967,Robbery or financial gain,Male,White,Life,Didn't plead
1967,45,45,1947,Enjoyment or power,Male,Black,Died before trial,Didn't plead
1968,25,25,1962,"Gang, cult or organised crime",Male,Black,Death penalty,Didn't plead
1969,25,50,1961,Enjoyment or power,Male,White,Life,Didn't plead
1970,38,38,1962,Anger (including mission-oriented killers),Male,White,Life,Didn't plead
1971,26,27,1957,Angel of Death,Female,White,Acquitted,Didn't plead
1972,37,37,1965,Enjoyment or power,Male,Black,Life,Didn't plead
1973,20,47,1759,Robbery or financial gain,Female,White,Death penalty,Didn't plead
1974,38,44,1948,Enjoyment or power,Male,White,Life,Didn't plead
1975,31,42,1944,Enjoyment or power,Male,White,Life,Didn't plead
1976,35,35,1966,Enjoyment or power,Male,Hispanic,Life,Didn't plead
1977,20,20,1948,Enjoyment or power,Male,White,Hospitalised prior to trial,Unsuccessful
1978,24,24,1949,Enjoyment or power,Male,Black,Life,Didn't plead
1979,30,36,1969,Enjoyment or power,Male,Black,Life,Didn't plead
1980,34,41,1935,Anger (including mission-oriented killers),Male,Black,Life,Unsuccessful
1981,39,39,1963,Robbery or financial gain,Male,Black,Life,Didn't plead
1982,22,43,1958,Revenge or vigilante justice,Male,White,Died before trial,Didn't plead
1983,30,30,1965,Anger (including mission-oriented killers),Male,Black,Died before trial,Didn't plead
1984,43,45,1951,Enjoyment or power,Male,White,Life,Didn't plead
1985,18,18,1969,Robbery or financial gain,Male,Black,Life,Didn't plead
1986,42,42,1961,Revenge or vigilante justice,Male,Black,Life,Didn't plead
1987,43,43,1946,Robbery or financial gain,Male,White,Death penalty,Didn't plead
1988,18,23,1968,Enjoyment or power,Male,Black,Life,Didn't plead
1989,29,29,1958,Enjoyment or power,Male,White,Death penalty,Didn't plead
1990,43,43,1962,Robbery or financial gain,Female,Black,Life,Didn't plead
1991,36,37,1970,Enjoyment or power,Male,White,Life,Didn't plead
1992,24,24,1978,"Gang, cult or organised crime",Male,Black,Life,Didn't plead
1993,26,27,1904,Unknown,Male,Black,NA,NA
1994,28,40,1945,Robbery or financial gain,Female,Black,NA,Didn't plead
1995,27,34,1969,"Gang, cult or organised crime",Male,Black,Life,Didn't plead
1996,25,25,1981,Robbery or financial gain,Male,Black,Life,Didn't plead
1997,25,34,1954,Unknown,Male,NA,Life,Didn't plead
1998,25,38,1928,"Mental illness (including paranoia, visionary or Munchausen's syndrome)",Female,White,Not guilty by reason of insanity,Successful
1999,28,47,1949,Enjoyment or power,Male,White,Life,Didn't plead
2000,20,21,1962,Enjoyment or power,Male,White,Death penalty,Unsuccessful
2001,10,22,1928,Enjoyment or power,Male,White,Guilty,Didn't plead
2002,35,36,1974,Anger (including mission-oriented killers),Male,White,NA,NA
2003,25,26,1966,Anger (including mission-oriented killers),Male,Black,Life,Didn't plead
2004,31,36,1970,Enjoyment or power,Male,Black,Life,Didn't plead
2005,26,34,1957,Robbery or financial gain,Male,White,Life,Didn't plead
2006,58,58,1909,Angel of Death,Male,White,Life,Didn't plead
2007,28,52,1925,Robbery or financial gain,Male,White,Life,Didn't plead
2008,27,32,1959,Enjoyment or power,Male,White,Life,Didn't plead
2009,26,26,1961,Angel of Death,Female,White,Life,Didn't plead
2010,34,58,1941,"Mental illness (including paranoia, visionary or Munchausen's syndrome)",Male,Black,Life,Unsuccessful
2011,48,49,1941,Enjoyment or power,Male,White,Life,Didn't plead
2012,19,19,1972,Robbery or financial gain,Male,Black,Life,Didn't plead
2013,17,17,1954,Enjoyment or power,Male,White,Life,Didn't plead
2014,32,34,1877,Robbery or financial gain,Male,White,Life,Didn't plead
2015,27,30,1977,Enjoyment or power,Male,Black,Life,Didn't plead
2016,39,39,1945,Enjoyment or power,Male,Black,Life,Didn't plead
2017,23,24,1953,Enjoyment or power,Male,White,Guilty,Didn't plead
2018,30,33,1967,Enjoyment or power,Male,Black,Life,Didn't plead
2019,33,33,1939,Enjoyment or power,Male,White,Life,Didn't plead
2020,18,25,1965,"Mental illness (including paranoia, visionary or Munchausen's syndrome)",Female,White,Life,Didn't plead
2021,38,42,1934,Enjoyment or power,Male,White,Life,Didn't plead
2022,28,31,1950,Enjoyment or power,Male,Black,Life,Didn't plead
2023,41,42,1950,Enjoyment or power,Male,White,Life,Didn't plead
2024,25,25,1962,Angel of Death,Female,White,Life,Didn't plead
2025,55,55,1945,Enjoyment or power,Male,Black,Life,Didn't plead
2026,24,27,1944,Unknown,Male,Black,Life,Didn't plead
2027,26,46,1953,Enjoyment or power,Male,Black,Life,Didn't plead
2028,24,26,1960,Unknown,Male,Black,NA,Didn't plead
2029,25,42,1965,Anger (including mission-oriented killers),Male,Black,Life,Didn't plead
2030,15,27,1977,Anger (including mission-oriented killers),Male,Black,Life,Didn't plead
2031,24,47,1940,Anger (including mission-oriented killers),Male,Black,Life,Didn't plead
2032,37,37,1901,Unknown,Male,Black,NA,Didn't plead
2033,20,20,1961,Enjoyment or power,Male,Black,Life,Didn't plead
2034,22,32,1957,"Gang, cult or organised crime",Male,Black,Life,Didn't plead
2035,19,35,1959,Unknown,Male,Black,Life,Didn't plead
2036,31,31,1958,"Gang, cult or organised crime",Male,Black,Life,Didn't plead
2037,25,25,1963,"Gang, cult or organised crime",Male,White,Died before trial,Didn't plead
2038,31,42,1954,Anger (including mission-oriented killers),Male,Black,"Not guilty by reason of insanity, life",NA
2039,40,45,1959,Unknown,Male,Black,Life,Didn't plead
2040,32,32,1956,"Gang, cult or organised crime",Male,Black,Life,Didn't plead
2041,29,29,1959,"Gang, cult or organised crime",Male,Black,Life,Didn't plead
2042,30,30,1974,"Gang, cult or organised crime",Male,Black,NA,NA
2043,31,33,1957,"Gang, cult or organised crime",Male,Black,Life,Didn't plead
2044,25,25,1963,"Gang, cult or organised crime",Male,Black,Died before trial,Didn't plead
2045,21,21,1988,Robbery or financial gain,Male,Black,NA,NA
2046,26,27,1980,"Gang, cult or organised crime",Male,Black,Life,Didn't plead
2047,27,27,1961,"Gang, cult or organised crime",Male,Black,Life,Didn't plead
2048,20,21,1967,"Gang, cult or organised crime",Male,Black,Life,Didn't plead
2049,26,26,1986,Unknown,Male,Black,NA,NA
2050,23,23,1976,Enjoyment or power,Male,White,Life,Didn't plead
2051,29,29,1970,Enjoyment or power,Male,White,Life,Didn't plead
2052,20,22,1971,Enjoyment or power,Male,Hispanic,Death penalty,Didn't plead
2053,21,30,1964,Robbery or financial gain,Male,White,Life,Didn't plead
2054,18,28,1951,Enjoyment or power,Male,Black,NA,Didn't plead
2055,27,30,1949,Enjoyment or power,Male,White,NA,Didn't plead
2056,34,35,1943,Enjoyment or power,Male,Native American,Life,Didn't plead
2057,25,41,1948,Revenge or vigilante justice,Male,White,Death penalty,Didn't plead
2058,26,26,1964,Revenge or vigilante justice,Male,White,Life,Didn't plead
2059,23,23,1981,Enjoyment or power,Male,White,Life,Didn't plead
2060,28,33,1957,Enjoyment or power,Male,NA,Life,Didn't plead
2061,33,33,1962,Enjoyment or power,Male,Black,Life,Didn't plead
2062,27,29,1953,Enjoyment or power,Male,White,NA,Didn't plead
2063,30,41,1957,Enjoyment or power,Male,White,Life,Didn't plead
2064,29,31,1949,Enjoyment or power,Male,White,Life,Didn't plead
2065,36,39,1948,Enjoyment or power,Male,White,Life,Didn't plead
2066,43,43,1960,Enjoyment or power,Male,Black,Life,Didn't plead
2067,18,24,1955,Revenge or vigilante justice,Male,Black,Death penalty,NA
2068,38,50,1944,Enjoyment or power,Male,White,Not prosecuted,Didn't plead
2069,70,72,1917,Robbery or financial gain,Female,White,Death penalty,Didn't plead
2070,75,77,1911,Robbery or financial gain,Male,White,Death penalty,Unsuccessful
2071,43,43,1962,Enjoyment or power,Male,White,Death penalty,Didn't plead
2072,33,55,1925,Robbery or financial gain,Male,White,Life,Didn't plead
2073,17,38,1950,Robbery or financial gain,Male,White,Death penalty,Didn't plead
2074,28,44,1948,Enjoyment or power,Male,Black,Life,Didn't plead
2075,28,29,1902,Escape or avoid arrest,Male,White,Hospitalised prior to trial,Didn't plead
2076,25,25,1968,Robbery or financial gain,Male,White,Death penalty,Didn't plead
2077,30,30,1958,Enjoyment or power,Male,Black,Life,Didn't plead
2078,23,43,1945,Robbery or financial gain,Male,White,Death penalty,Didn't plead
2079,38,38,1871,Robbery or financial gain,Male,White,Acquitted,Didn't plead
2080,33,44,1945,Anger (including mission-oriented killers),Male,White,Life,Didn't plead
2081,23,24,1965,Enjoyment or power,Male,Black,Life,Didn't plead
2082,31,32,1967,Enjoyment or power,Male,Black,Life,Didn't plead
2083,30,33,1959,Anger (including mission-oriented killers),Male,White,Life,Didn't plead
2084,51,51,1938,Robbery or financial gain,Male,White,Death penalty,Didn't plead
2085,19,20,1968,Enjoyment or power,Male,Black,Life,Didn't plead
2086,29,35,1957,Enjoyment or power,Male,Black,Life,Didn't plead
2087,42,42,1963,Enjoyment or power,Male,Black,Life,Didn't plead
2088,25,25,1962,Robbery or financial gain,Male,Black,Death penalty,Didn't plead
2089,48,57,1951,Enjoyment or power,Male,Black,Death penalty,Unsuccessful
2090,32,33,1956,Enjoyment or power,Male,Black,Life,Didn't plead
2091,32,32,1975,Robbery or financial gain,Male,White,Life,Didn't plead
2092,24,36,1971,Revenge or vigilante justice,Male,Black,Death penalty,Didn't plead
2093,17,27,1980,"Gang, cult or organised crime",Male,Black,Life,Didn't plead
2094,26,27,1959,Enjoyment or power,Male,Black,Death penalty,Didn't plead
2095,24,25,1978,"Gang, cult or organised crime",Male,Black,Death penalty,Didn't plead
2096,51,53,1957,Enjoyment or power,Male,White,Life,Didn't plead
2097,27,37,1969,Enjoyment or power,Male,White,Died before trial,Didn't plead
2098,26,28,1981,Anger (including mission-oriented killers),Male,Black,NA,Didn't plead
2099,26,34,1977,Anger (including mission-oriented killers),Male,Black,NA,Didn't plead
2100,36,36,1971,Robbery or financial gain,Female,White,NA,Didn't plead
2101,36,37,1943,Robbery or financial gain,Male,Black,Death penalty,NA
2102,31,32,1948,Robbery or financial gain,Male,Black,Death penalty,NA
2103,55,55,1937,Unknown,Male,White,Death penalty,Didn't plead
2104,37,37,1959,Robbery or financial gain,Male,White,Life,Didn't plead
2105,24,25,1960,Robbery or financial gain,Male,White,NA,NA
2106,16,30,1959,Enjoyment or power,Male,NA,NA,Didn't plead
2107,26,29,1954,Revenge or vigilante justice,Male,White,Death penalty,Didn't plead
2108,33,35,1961,Robbery or financial gain,Male,White,Life,Didn't plead
2109,22,36,1955,Enjoyment or power,Male,White,Died before trial,Didn't plead
2110,31,32,1958,Robbery or financial gain,Male,White,Life,Didn't plead
2111,29,29,1925,Escape or avoid arrest,Male,White,Death penalty,Didn't plead
2112,26,27,1963,Robbery or financial gain,Male,White,Life,Didn't plead
2113,33,39,1946,Anger (including mission-oriented killers),Male,White,Life,Didn't plead
2114,27,27,1965,Robbery or financial gain,Male,Black,Death penalty,Didn't plead
2115,37,37,1961,Robbery or financial gain,Male,White,Life,Didn't plead
2116,36,37,1954,Enjoyment or power,Male,Black,Life,Didn't plead
2117,29,30,1972,Anger (including mission-oriented killers),Male,White,Life,Didn't plead
2118,27,50,1946,Enjoyment or power,Male,Black,Death penalty,Didn't plead
2119,28,28,1983,Robbery or financial gain,Male,Black,NA,NA
2120,18,25,1948,Enjoyment or power,Male,White,Died before trial,Didn't plead
2121,19,31,1954,Enjoyment or power,Male,White,Died before trial,Didn't plead
2122,25,25,1976,Robbery or financial gain,Male,Black,Death penalty,Didn't plead
2123,23,25,1967,Enjoyment or power,Male,Black,Life,Didn't plead
2124,37,45,1931,Robbery or financial gain,Female,White,Death penalty,Unsuccessful
2125,40,44,1950,Robbery or financial gain,Male,White,Life,Didn't plead
2126,46,46,1957,Enjoyment or power,Male,Black,Life,Didn't plead
2127,31,32,1975,Robbery or financial gain,Male,Black,Life,Didn't plead
2128,30,30,1964,Enjoyment or power,Male,White,Life,Didn't plead
2129,13,20,1978,Robbery or financial gain,Male,Black,Died before trial,Didn't plead
2130,33,33,1944,Enjoyment or power,Male,Black,Life,Didn't plead
2131,22,23,1964,Enjoyment or power,Male,Black,Death penalty,Didn't plead
2132,34,34,1939,Enjoyment or power,Male,White,Life,Didn't plead
2133,31,48,1960,Enjoyment or power,Male,White,Life,Didn't plead
2134,30,30,1960,Enjoyment or power,Male,White,Death penalty,Unsuccessful
2135,34,57,1932,Robbery or financial gain,Female,White,Death penalty,Didn't plead
2136,26,26,1964,Enjoyment or power,Male,White,Death penalty,Didn't plead
2137,29,33,1975,Enjoyment or power,Male,Black,Life,Didn't plead
2138,29,29,1954,Enjoyment or power,Male,White,Death penalty,Didn't plead
2139,31,32,1959,Anger (including mission-oriented killers),Male,Black,Death penalty,Didn't plead
2140,37,37,1955,Anger (including mission-oriented killers),Male,White,Life,Didn't plead
2141,32,42,1946,Robbery or financial gain,Female,White,Death penalty,Didn't plead
2142,43,43,1949,Revenge or vigilante justice,Male,White,Life,Didn't plead
2143,26,30,1963,Enjoyment or power,Male,Black,Death penalty,Didn't plead
2144,21,24,1965,Enjoyment or power,Male,White,Death penalty,Didn't plead
2145,40,61,1931,Robbery or financial gain,Female,White,Life,NA
2146,35,36,1960,Enjoyment or power,Male,Black,Death penalty,Didn't plead
2147,36,45,1960,Enjoyment or power,Male,White,Life,Didn't plead
2148,44,48,1956,Enjoyment or power,Male,White,Life,Didn't plead
2149,23,23,1972,"Gang, cult or organised crime",Male,Black,Death penalty,Didn't plead
2150,43,45,1938,Anger (including mission-oriented killers),Male,Black,Life,Didn't plead
2151,26,26,1963,Enjoyment or power,Male,Black,Death penalty,Didn't plead
2152,21,50,1956,Robbery or financial gain,Male,White,Life,Didn't plead
2153,20,21,1975,Robbery or financial gain,Male,Black,Death penalty,Didn't plead
2154,31,49,1946,Anger (including mission-oriented killers),Male,Black,Death penalty,Didn't plead
2155,24,46,1941,Anger (including mission-oriented killers),Male,Black,Death penalty,Didn't plead
2156,19,19,1988,Robbery or financial gain,Male,Black,Life,Didn't plead
2157,31,33,1974,Unknown,Male,Black,Life,Didn't plead
2158,19,29,1949,Enjoyment or power,Male,Black,Life,Didn't plead
2159,24,34,1949,Robbery or financial gain,Male,Black,Life,Didn't plead
2160,38,45,1937,Robbery or financial gain,Male,Black,Death penalty,Didn't plead
2161,25,25,1958,Robbery or financial gain,Female,Black,NA,NA
2162,22,44,1953,Unknown,Male,Black,Death penalty,Didn't plead
2163,36,36,1956,Enjoyment or power,Male,Black,Death penalty,Didn't plead
2164,24,25,1970,Robbery or financial gain,Male,Black,Death penalty,Didn't plead
2165,35,35,1948,Robbery or financial gain,Male,Black,Death penalty,Didn't plead
2166,32,35,1942,Enjoyment or power,Male,Black,Death penalty,Didn't plead
2167,30,30,1963,Robbery or financial gain,Male,Black,Death penalty,Didn't plead
2168,26,44,1961,Anger (including mission-oriented killers),Male,Black,Life,Didn't plead
2169,40,40,1948,Anger (including mission-oriented killers),Male,Black,Death penalty,Didn't plead
2170,29,49,1937,Anger (including mission-oriented killers),Male,Native American,Death penalty,Didn't plead
2171,24,34,1960,Anger (including mission-oriented killers),Male,White,Death penalty,Didn't plead
2172,25,25,1957,Robbery or financial gain,Male,White,Death penalty,Didn't plead
2173,41,41,1942,Robbery or financial gain,Male,Native American,Death penalty,Didn't plead
2174,57,57,1927,Robbery or financial gain,Male,Native American,Death penalty,Didn't plead
2175,24,24,1955,Enjoyment or power,Male,White,Death penalty,Didn't plead
2176,26,26,1972,Robbery or financial gain,Male,White,Death penalty,Didn't plead
2177,22,22,1976,Robbery or financial gain,Male,White,Life,Didn't plead
2178,39,39,1972,Anger (including mission-oriented killers),Male,White,Died before trial,Didn't plead
2179,20,20,1986,Robbery or financial gain,Male,Black,Life,Didn't plead
2180,47,47,1879,Enjoyment or power,Male,White,Death penalty,Unsuccessful
2181,15,15,1942,Enjoyment or power,Female,White,Life,Didn't plead
2182,23,30,1895,Revenge or vigilante justice,Female,White,Not guilty by reason of insanity,Successful
2183,33,56,1930,Enjoyment or power,Male,Black,Life,Didn't plead
2184,29,60,1894,Anger (including mission-oriented killers),Male,White,Life,Didn't plead
2185,50,51,1955,Unknown,Female,White,Life,Unsuccessful
2186,30,32,1964,Enjoyment or power,Male,Black,Life,Didn't plead
2187,21,21,1988,Robbery or financial gain,Male,Black,Life,Didn't plead
2188,20,21,1962,Enjoyment or power,Male,Black,"Life, death penalty",Didn't plead
2189,40,42,1940,Robbery or financial gain,Male,White,Death penalty,Didn't plead
2190,35,35,1960,Enjoyment or power,Male,Black,Died before trial,Didn't plead
2191,44,49,1955,Enjoyment or power,Male,Black,Life,Didn't plead
2192,35,38,1942,Enjoyment or power,Male,White,Life,Didn't plead
2193,23,39,1897,Robbery or financial gain,Female,White,Death penalty,Didn't plead
2194,29,44,1959,Angel of Death,Male,White,Life,Didn't plead
2195,26,27,1964,Enjoyment or power,Male,Black,Life,Didn't plead
2196,27,29,1970,Enjoyment or power,Male,Asian,Guilty,Didn't plead
2197,18,19,1957,Enjoyment or power,Male,White,Life,Didn't plead
2198,27,29,1911,Enjoyment or power,Male,Black,Life,Didn't plead
2199,38,39,1925,Angel of Death,Male,White,Acquitted,Didn't plead
2200,24,28,1900,Enjoyment or power,Male,White,Death penalty,Didn't plead
2201,32,32,1963,Anger (including mission-oriented killers),Male,White,Life,Didn't plead
2202,22,28,1962,Anger (including mission-oriented killers),Male,White,Life,Didn't plead
2203,35,36,1939,Enjoyment or power,Male,White,Life,Didn't plead
2204,25,47,1948,"Gang, cult or organised crime",Male,White,Death penalty,Didn't plead
2205,58,61,1846,Robbery or financial gain,Female,White,Not prosecuted,Didn't plead
2206,39,39,1930,Robbery or financial gain,Male,Black,Life,Didn't plead
2207,29,31,1951,Robbery or financial gain,Male,Black,Guilty,Didn't plead
2208,30,35,1938,Enjoyment or power,Male,White,Life,Didn't plead
2209,34,41,1946,Enjoyment or power,Male,Hispanic,Life,Didn't plead
2210,26,27,1978,Escape or avoid arrest,Male,Black,NA,Didn't plead
2211,32,34,1952,Anger (including mission-oriented killers),Male,Black,NA,Didn't plead
2212,25,42,1949,Anger (including mission-oriented killers),Male,White,Life,Didn't plead
2213,29,52,1950,Anger (including mission-oriented killers),Male,Black,Life,Didn't plead
2214,18,18,1956,Anger (including mission-oriented killers),Male,White,NA,Didn't plead
2215,19,19,1954,Anger (including mission-oriented killers),Male,White,NA,Didn't plead
2216,35,38,1969,Robbery or financial gain,Male,White,Life,Didn't plead
2217,21,28,1972,Enjoyment or power,Male,White,Death penalty,Didn't plead
2218,36,40,1959,Enjoyment or power,Female,White,Guilty,Didn't plead
2219,32,32,1978,Robbery or financial gain,Male,Black,NA,Didn't plead
2220,58,62,1937,Enjoyment or power,Male,White,Life,Didn't plead
2221,25,59,1952,Robbery or financial gain,Male,White,Life,Didn't plead
2222,21,47,1951,Anger (including mission-oriented killers),Male,Hispanic,NA,Didn't plead
2223,20,21,1975,Enjoyment or power,Male,White,Life,Didn't plead
2224,46,46,1931,Robbery or financial gain,Male,White,Death penalty,Didn't plead
2225,26,31,1963,Convenience (didn't want children/spouse),Female,White,Life,Didn't plead
2226,25,25,1960,Robbery or financial gain,Male,White,Life,Didn't plead
2227,29,29,1957,Anger (including mission-oriented killers),Male,White,Death penalty,Didn't plead
2228,44,63,1928,Robbery or financial gain,Male,White,Death penalty,Didn't plead
2229,24,29,1951,Enjoyment or power,Male,White,Death penalty,Didn't plead
2230,28,28,1978,Robbery or financial gain,Male,Black,Death penalty,Didn't plead
2231,29,29,1954,Robbery or financial gain,Male,White,Guilty,Didn't plead
2232,18,22,1948,Robbery or financial gain,Male,White,Life,Didn't plead
2233,37,37,1959,Enjoyment or power,Male,Black,Acquitted,Didn't plead
2234,29,29,1963,Robbery or financial gain,Female,Black,Death penalty,Didn't plead
2235,21,21,1972,Robbery or financial gain,Male,White,Death penalty,Didn't plead
2236,32,32,1952,Robbery or financial gain,Male,White,Death penalty,Didn't plead
2237,28,28,1968,Enjoyment or power,Male,Black,Acquitted,Didn't plead
2238,28,28,1965,Robbery or financial gain,Male,White,Death penalty,NA
2239,36,49,1948,Enjoyment or power,Male,Black,Life,Didn't plead
2240,31,31,1973,Enjoyment or power,Male,Black,Life,Didn't plead
2241,33,39,1955,Enjoyment or power,Male,Black,Death penalty,Didn't plead
2242,32,32,1967,Enjoyment or power,Male,Black,Life,Didn't plead
2243,22,38,1943,Anger (including mission-oriented killers),Male,White,Life,Didn't plead
2244,22,29,1967,Enjoyment or power,Male,Hispanic,Life,Didn't plead
2245,18,21,1955,Enjoyment or power,Male,Hispanic,Life,Didn't plead
2246,29,29,1952,Enjoyment or power,Male,Hispanic,Life,Didn't plead
2247,22,22,1957,Robbery or financial gain,Male,Black,Life,Didn't plead
2248,28,28,1959,"Mental illness (including paranoia, visionary or Munchausen's syndrome)",Male,White,Life,Unsuccessful
2249,31,33,1939,Robbery or financial gain,Male,White,Life,Unsuccessful
2250,41,42,1937,Enjoyment or power,Male,White,Life,Didn't plead
2251,20,23,1966,Enjoyment or power,Male,Black,Life,Didn't plead
2252,23,24,1966,Robbery or financial gain,Male,Hispanic,Life,Didn't plead
2253,25,26,1951,Enjoyment or power,Male,White,Life,Unsuccessful
